Latitude,Longitude,Depth,Pressure,InSitu_Temperature,Salinity,Doxy+0.001,Year,Month,NO3,PO4,SiOH4,TA,DIC,pH_insitu
18.8,-168.5,200,201.312987625725,18.6201095581055,34.8618011474609,188.642174316406,1966,1,3.39402238956747,0.343660940391805,3.68268364016197,2292.68183953278,2008.86879962345,8.09303137713758
18.8,-168.5,287.5,289.449093618476,12.8231529472887,34.3282998431273,168.631356322158,1966,1,13.4175193403978,1.04361948045848,14.3763810653897,2266.49235117886,2069.7670370601,8.01884764076728
18.8,-168.5,350,352.42639489568,10.2508907318115,34.2200889587402,146.265450073242,1966,1,20.6069150131432,1.53574251511536,25.5347414665787,2268.8760017242,2120.22159941649,7.93848676274154
18.8,-168.5,412.5,415.422790313224,8.57458556374549,34.197615105555,115.936232274994,1966,1,26.7539942491297,1.9809517584547,37.29013545788,2277.6042278147,2172.46652319894,7.84564279585618
18.8,-168.5,487.5,491.043641214814,7.18229186478481,34.2260040253567,83.6299248187634,1966,1,32.4280186853611,2.39856833223576,52.7483491835766,2291.43349452964,2223.4407295173,7.75148743937717
18.8,-168.5,562.5,566.691924949791,6.31602133508563,34.2854070322537,57.5434516138365,1966,1,36.4847826762107,2.70422649909765,66.8493712709098,2306.15126579517,2260.6098013172,7.68530172404775
18.8,-168.5,625,629.753092310213,5.83603507445622,34.3415786481718,46.9720506963399,1966,1,38.5183776141895,2.84924859110493,75.4485687675758,2317.57221633513,2280.07177018564,7.6613896872619
18.8,-168.5,700,705.451580543258,5.44258975982666,34.4027900695801,42.7137990722656,1966,1,39.9028024186075,2.93760691682249,82.6604951940474,2329.35684484276,2294.3742339585,7.65384886249177
18.8,-168.5,775,781.177404420193,5.10707737952803,34.4473295553581,45.701610555749,1966,1,40.4802661163321,2.96182696573577,88.2715273279115,2339.02511847896,2301.88244186206,7.66129680186766
18.8,-168.5,837.5,844.303114249708,4.85629087861223,34.4746631063639,44.9214303026199,1966,1,41.0212106441423,2.99581568362272,92.8928344693581,2346.08009124861,2309.60991442349,7.65997947655744
18.8,-168.5,912.5,920.078964179734,4.58091282202319,34.5000249484927,50.5155459384542,1966,1,41.0280414060964,2.98698103128783,97.5369478320985,2353.35471130048,2313.19437594124,7.67132122750688
18.8,-168.5,987.5,995.88205227982,4.31023066643342,34.5183673140931,54.4309617458618,1966,1,41.069612314388,2.9845918832919,102.459968893861,2360.01065551677,2317.61081986576,7.67815639608197
18.8,-168.5,1050,1059.07207443333,4.11930990219116,34.5299110412598,58.7362714538574,1966,1,40.953137280479,2.97159677151782,105.880211009933,2364.59589759569,2319.56789311068,7.68557505234122
18.8,-168.5,1125,1134.92500963629,3.87745087160475,34.5399694018029,60.5711793453425,1966,1,41.0470714433863,2.97550025791575,110.779880789538,2370.11415543571,2324.63403229049,7.6868970268574
18.8,-168.5,1187.5,1198.15652271077,3.68769224634502,34.5475928205353,63.2875072616447,1966,1,41.0117934142655,2.96894214213083,114.562287708998,2374.39254637561,2327.71805389271,7.69029368243015
18.8,-168.5,1262.5,1274.05918897135,3.48239852941787,34.5569343624483,63.9906260801439,1966,1,41.1214315083114,2.97464140931903,119.188527357455,2379.33725406158,2332.94137827031,7.68928067393523
18.8,-168.5,1337.5,1349.98893228379,3.28045153740987,34.5663554628514,69.8999970095326,1966,1,40.8409699345659,2.94617706573285,122.92978588739,2383.91641476608,2334.11457943849,7.69889325118497
18.8,-168.5,1412.5,1425.94571803634,3.09079345458723,34.5746722711714,73.4515785940877,1966,1,40.7140593653606,2.9309080218703,126.917269508659,2388.30981868016,2336.75917647127,7.70364371068028
18.8,-168.5,1475,1489.26367192579,2.94273329285817,34.5819804793768,74.7635812553377,1966,1,40.7106883522643,2.92733957627847,130.478500894263,2391.96093973133,2340.04556571028,7.70441363261928
18.8,-168.5,1537.5,1552.60036117077,2.81523565631472,34.5884692481817,77.1997530752285,1966,1,40.6113218425687,2.91591024581145,133.362859974549,2395.03066104464,2341.8805140667,7.70754373427689
18.8,-168.5,1612.5,1628.62909066824,2.67038363202332,34.5955787988454,81.4661334977874,1966,1,40.3918146797437,2.89347968054486,136.332942609968,2398.30616073857,2342.74370445894,7.71403535150946
18.8,-168.5,1700,1717.36329058035,2.51588988304138,34.6043128967285,84.6136403808594,1966,1,40.248590884743,2.87775309513867,139.991622377365,2402.04077417882,2344.84763900842,7.71812419632393
18.8,-168.5,1750,1768.08497467736,2.43649005889893,34.608699798584,87.3637243041992,1966,1,40.096622947743,2.86284329722439,141.587817284997,2403.79388803631,2344.9941952574,7.72237599274274
18.8,-168.5,1837.5,1856.87663192715,2.31041869208971,34.615843196762,92.7458298298443,1966,1,39.7855099419622,2.83326019072117,143.817434133425,2406.39517623185,2344.35560304934,7.73096092472319
18.8,-168.5,1887.5,1907.63110982931,2.24593099566689,34.6195762880176,94.9320300236065,1966,1,39.6646161188251,2.82154919228967,145.154741298871,2407.79570917208,2344.49065970277,7.73406326672339
18.8,-168.5,1962.5,1983.78514662332,2.16408684143697,34.6248701147389,97.4809504166953,1966,1,39.5245888735257,2.80807229401404,146.988012333888,2409.67500163201,2344.88805192198,7.73731464472861
18.8,-168.5,2037.5,2059.96593638851,2.0909559646215,34.6293481168696,102.634208506863,1966,1,39.2064244658493,2.77953161982974,147.544329531651,2410.74514008874,2342.72822993156,7.74561304275042
18.8,-168.5,2100,2123.47033901697,2.0378999710083,34.6338119506836,104.459221435547,1966,1,39.1004646603019,2.76989805732348,148.715945708705,2412.02079241382,2342.87955188647,7.74780733710779
18.8,-168.5,2175,2199.70008537478,1.97729585647167,34.6445709630183,106.888816212053,1966,1,38.9322994062932,2.75637214002455,150.095737004381,2414.06820279047,2343.03964762342,7.75188840764257
18.8,-168.5,2250,2275.95648591631,1.92505261905958,34.6517217361861,108.95160691335,1966,1,38.7971726791629,2.74513296297174,151.275155889311,2415.62549581807,2343.09697252706,7.75462514513662
18.8,-168.5,2312.5,2339.52382202139,1.88448059000332,34.6535541415215,110.496679210894,1966,1,38.7123218630216,2.73719647729725,152.114189921477,2416.40146396659,2342.99671795854,7.75579634811513
18.8,-168.5,2387.5,2415.82899789957,1.83396512588158,34.6485469937325,112.291664930416,1966,1,38.6490013139668,2.72899671047656,152.96067502999,2416.45737825324,2342.59035382874,7.75565912922107
18.8,-168.5,2462.5,2492.16072901967,1.79890975870909,34.6505665548666,115.106186820235,1966,1,38.4762772651357,2.71401200926958,153.050186014621,2416.76597865407,2341.206736689,7.75882539950659
18.8,-168.5,2525,2555.79076499044,1.76692680857379,34.6535159390319,117.207017598577,1966,1,38.3447044500069,2.70284332410045,153.348498079225,2417.27917274811,2340.39626317105,7.76112875727674
18.8,-168.5,2600,2632.17108992676,1.7190899848938,34.6565132141113,119.09296472168,1966,1,38.2387746222303,2.69333324642239,154.290744817782,2418.19099924941,2340.21327390314,7.76242086470883
18.8,-168.5,2662.5,2695.84157176331,1.68865231749614,34.6588448957003,121.669472687754,1966,1,38.0771205917039,2.67968294799899,154.23577801472,2418.38012623028,2338.84510190858,7.76531714518831
18.8,-168.5,2737.5,2772.27037293812,1.6610632651927,34.6612423235153,124.473647525555,1966,1,37.8981230452982,2.66482118249184,153.974697732534,2418.4212183033,2337.17712456893,7.76810945242492
18.8,-168.5,2812.5,2848.72556610927,1.63940993343032,34.6632039993959,126.638911237944,1966,1,37.7603212538173,2.65347913805446,153.816001521292,2418.47739475402,2335.90509109657,7.76957256759033
18.8,-168.5,2875,2912.4583623734,1.62218761249123,34.6645077591806,128.107688577471,1966,1,37.6695085829929,2.64595459971167,153.815227380327,2418.57087509745,2335.11157204217,7.77004914904397
18.8,-168.5,2962.5,3001.7149883505,1.59675778431227,34.6669441964535,130.343040326807,1966,1,37.527568684115,2.63438621071414,153.758281592972,2418.70617484493,2333.86271049227,7.770998361988
18.8,-168.5,3025,3065.49163018945,1.57532074443312,34.6688100145801,132.026447364849,1966,1,37.4218780696576,2.62573954620255,153.763315519553,2418.82242087505,2332.95612897923,7.77171832058842
18.8,-168.5,3087.5,3129.28650653893,1.55055138486086,34.6705387894419,133.722310710442,1966,1,37.3186823374341,2.61718064662664,153.8521013721,2418.95732826371,2332.10085557333,7.77231570210752
18.8,-168.5,3162.5,3205.86439914609,1.53526680598602,34.6727134569362,135.506585769919,1966,1,37.1998003028015,2.60785057705195,153.615650716218,2418.92515126197,2330.92590827704,7.77265187409177
18.8,-168.5,3225,3269.69931999874,1.52238660247848,34.6742782715731,136.892036660332,1966,1,37.1091079989366,2.60070201819602,153.464157941498,2418.89333291955,2330.0275906001,7.77263474000465
18.8,-168.5,3300,3346.32520707474,1.50391006469727,34.6756896972656,138.485130859375,1966,1,37.0103484186668,2.59272689526092,153.398496101426,2418.86196862211,2329.06494217358,7.77229212449426
18.8,-168.5,3375,3422.97722326104,1.4956138008228,34.6763424629246,139.984391568097,1966,1,36.9142011354207,2.58509784463493,153.010790565462,2418.53618441561,2327.87298411595,7.77164616654799
18.8,-168.5,3450,3499.65533347467,1.48828279203688,34.6776081505942,141.622654548007,1966,1,36.8032586444345,2.57652358489319,152.503263581297,2418.17650003365,2326.52541020535,7.77125877864737
18.8,-168.5,3525,3576.35950262826,1.48113979444478,34.6796755332473,143.264299236456,1966,1,36.6861151774179,2.56772865365302,151.992923158207,2417.89434883017,2325.19414215152,7.77094848687045
18.8,-168.5,3587.5,3640.29952440813,1.47527413144364,34.6816058776161,144.514894193281,1966,1,36.5948342903549,2.56099179046079,151.635956610039,2417.73146720105,2324.20753347871,7.77048833524303
18.8,-168.5,3662.5,3717.05137714478,1.46737482694688,34.6821561638626,146.124397206751,1966,1,36.489938723308,2.55274272431445,151.090732287369,2417.21248488361,2322.82764483623,7.76967292349055
18.8,-168.5,3725,3781.03108609645,1.46335288468648,34.6826990670346,147.576204512907,1966,1,36.3913848395841,2.54511530474479,150.456472734928,2416.64635163735,2321.47947409237,7.76914148530462
18.8,-168.5,3812.5,3870.63292605512,1.46180535713211,34.684303271473,149.331020664275,1966,1,36.2628365866052,2.53559709588966,149.624805822574,2416.02188025206,2319.80920109487,7.76810648311988
18.8,-168.5,3875,3934.65581799505,1.46917252615094,34.685375617882,149.667420693955,1966,1,36.2291271532241,2.53362251215973,149.389233469611,2415.95710893785,2319.38666034936,7.76603023941867
18.8,-168.5,3950,4011.50699160613,1.4697278240717,34.6865221508861,150.688377223179,1966,1,36.1528976557462,2.52814294699364,148.93414294128,2415.6286465342,2318.41132425643,7.76430758927693
18.8,-168.5,4012.5,4075.56936519066,1.46704940374585,34.6875837796822,152.01781741346,1966,1,36.0565699346235,2.52095545321704,148.301473580094,2415.10505709475,2317.14935183043,7.7635314578593
18.8,-168.5,4087.5,4152.46785780512,1.45986430197519,34.6895083861813,153.495018289201,1966,1,35.9482966173204,2.51299704544926,147.773373257125,2414.7059288165,2315.89575780315,7.76247733339454
18.8,-168.5,4162.5,4229.39211108051,1.458824662999,34.6896682235955,155.519619572031,1966,1,35.8059674787168,2.50205770266328,146.5292026159,2413.50337625216,2313.74803758592,7.76186206902735
18.8,-168.5,4225,4293.51530845123,1.45568818398584,34.6898066358594,156.943047669033,1966,1,35.7087555369346,2.49454168903743,145.758795857797,2412.70502927244,2312.30545316719,7.76091675687014
18.8,-168.5,4300,4370.48669850088,1.44279003143311,34.6903877258301,158.190575195313,1966,1,35.6329301734788,2.48851143165728,145.528222035775,2412.31388894341,2311.36200613777,7.75910569570042
18.8,-168.5,4362.5,4434.64912740192,1.44287502302786,34.6909407997306,159.95052988258,1966,1,35.5031234118055,2.4787473810461,144.349317178045,2411.19417401905,2309.43760636488,7.75868396812275
18.8,-168.5,4437.5,4511.6675363621,1.44410043335073,34.6923536547001,161.824129078288,1966,1,35.3568078975381,2.46808532096349,143.082163602885,2410.06960604943,2307.39225084862,7.75796882503886
18.8,-168.5,4500,4575.86909859431,1.44711005687714,34.6941108703613,163.11769921875,1966,1,35.2471667341324,2.46043917581492,142.173834161959,2409.35512461286,2305.96386128118,7.75711985672613
18.8,-168.5,4562.5,4640.08841625462,1.44893391209172,34.6948585144317,164.705624179715,1966,1,35.1239134607098,2.45139681239968,141.025490602231,2408.25370992498,2304.15960801372,7.75643803863385
18.8,-168.5,4650,4730.02525149786,1.44710622237346,34.6952472857647,167.160116663387,1966,1,34.9429254932306,2.43776384630857,139.350765151396,2406.45487518319,2301.42285104948,7.75558787386703
18.8,-168.5,4712.5,4794.28709947907,1.44141878493365,34.6954626665386,169.005559579763,1966,1,34.8115224356844,2.427722219355,138.227791693372,2405.12216477943,2299.45557744996,7.75502788160001
18.8,-168.5,4787.5,4871.42466148172,1.43176136103093,34.6964117149808,171.231014840286,1966,1,34.6494899366464,2.41553131710873,136.986266064461,2403.60603305598,2297.17148870091,7.75445873703419
18.8,-168.5,4850,4935.7253930758,1.43146903541444,34.6979123268629,173.870735949877,1966,1,34.4334185567251,2.39993899234706,135.018172419327,2401.4750019971,2294.12076897913,7.75514027376724
18.8,-168.5,4925,5012.90955661365,1.43360567549808,34.6992071601905,175.121615959167,1966,1,34.3277003137085,2.39260603293727,134.184839294773,2400.57508792093,2292.69871985214,7.75353298005568
18.8,-168.5,4987.5,5077.24907383943,1.44486096840435,34.699502318176,174.286010695457,1966,1,34.3861182802079,2.39737935318235,134.722555434415,2401.34244814577,2293.52020612958,7.74985111677507
18.82,-168.51,255.47445,257.186664948852,14.8312785160289,34.4834368511741,179.994121962337,1967,1,9.1942912659872,0.726597445103302,8.80035695644676,2272.12701182687,2040.85269785096,8.05752237391186
18.82,-168.51,742.09246,747.948876300601,5.24834421094078,34.4277805045344,43.4775661373977,1967,1,40.3198330378141,2.95844310971306,85.9843818981632,2335.08964695736,2299.74378733471,7.65519695409369
18.82,-168.51,1009.73236,1018.35885025495,4.23932730214922,34.5231186901947,56.4183187583154,1967,1,40.998820088353,2.97732788135559,103.683111416294,2361.99325401829,2318.47122594294,7.68132013902692
18.82,-168.51,1253.04136,1264.48664322879,3.50812432947133,34.5556841248876,63.6016693041283,1967,1,41.1294000868119,2.97582618149529,118.6579474457,2379.00183833914,2332.93596656735,7.68846297627242
18.82,-168.51,1508.51582,1523.22756077988,2.86958202224485,34.5858698105722,76.3713658600826,1967,1,40.6384061886655,2.91945101942746,132.072524070093,2393.9875376703,2341.41932081746,7.70651637591021
18.82,-168.51,1763.99027,1782.28132661326,2.41606525246694,34.6098939560874,88.3734212462395,1967,1,40.0362940391773,2.85717442685854,141.912421345154,2404.48203256452,2345.31371351969,7.72389900941459
18.82,-168.51,2250.60827,2276.57762933912,1.92466173022371,34.6517658626749,108.966850846116,1967,1,38.7960334787128,2.74503103446221,151.285236994984,2415.93349835288,2343.63062208609,7.75445701160685
18.82,-168.51,2749.39173,2784.39422600724,1.65750716446458,34.6615807575924,124.84748202891,1967,1,37.8740538812922,2.66284129017942,153.940715945211,2418.75057517638,2337.47473344267,7.76828028408865
18.82,-168.51,3248.17518,3293.37784411309,1.51593846268524,34.6747894998958,137.392558812303,1967,1,37.0780982140087,2.59819662052785,153.468647664441,2419.26213126077,2330.25652684879,7.77255395689117
18.82,-168.51,3759.12409,3815.97500640009,1.46207244911209,34.6833139374398,148.474424749385,1967,1,36.3266225220437,2.54023098843165,150.005898896309,2416.66955266091,2321.12711977878,7.76913380459813
18.82,-168.51,4756.691,4839.74000194577,1.43502637751901,34.6959457689713,170.29145570471,1967,1,34.7197170331003,2.42075388922944,137.542246180963,2404.68780710384,2298.66213731953,7.7546390488001
18.82,-168.51,5243.309,5340.77638629765,1.45458996295929,34.6991882324219,174.447105957031,1967,1,34.3992695259294,2.39828047953151,135.190567218843,2401.95759446013,2293.87559012754,7.7387534598054
18.82,-168.51,243.309,244.932424591515,15.6630244165151,34.5556611300718,181.629232593511,1967,1,7.90824657190796,0.640221858892126,7.36898335514252,2275.62783493307,2032.57921561717,8.06645691261641
18.82,-168.51,742.09246,747.948876300601,5.24834421094078,34.4277805045344,43.4775661373977,1967,1,40.3198330378141,2.95844310971306,85.9843818981632,2335.08964695736,2299.74378733471,7.65519695409369
18.82,-168.51,997.56691,1006.05996338587,4.27740214035098,34.5206764557712,55.5051888363317,1967,1,41.0250919785695,2.9802037590721,103.012154733467,2361.06977474525,2318.11741258556,7.67968757029487
18.82,-168.51,1240.87591,1252.17347468729,3.54108212441487,34.5541157698516,63.5803791238411,1967,1,41.1059620852998,2.97442004690702,117.889717497468,2378.19315309009,2332.01712310577,7.68879841940529
18.82,-168.51,1496.35036,1510.89944990338,2.89451441169499,34.5846142499254,75.9299984071682,1967,1,40.6553204693794,2.92146847626368,131.501413840253,2393.38558530262,2341.03066208597,7.7059721835916
