Latitude,Longitude,Depth,Pressure,InSitu_Temperature,Salinity,DissolvedOxygen,Year,Month,Nitrate,Phosphate,Silicate,Alkalinity,DIC,pH
18.8,-168.5,200,201.312987625725,18.6201095581055,34.8618011474609,188.641174316406,1966,1,3.39412834444175,0.343668654540548,3.68274682150273,2292.68190078586,2008.86977925217,8.09302957397306
18.8,-168.5,287.5,289.449093618476,12.8231529472887,34.3282998431273,168.630356322158,1966,1,13.4176114915478,1.04362799362505,14.3765281493698,2266.49244217973,2069.76787425389,8.01884580499002
18.8,-168.5,350,352.42639489568,10.2508907318115,34.2200889587402,146.264450073242,1966,1,20.6070002508207,1.53574964738405,25.5348545468962,2268.8760769365,2120.22243390531,7.9384846428786
18.8,-168.5,412.5,415.422790313224,8.57458556374549,34.197615105555,115.935232274994,1966,1,26.7540699932919,1.98095890534258,37.2902395453773,2277.60428663911,2172.46738363529,7.84564051628512
18.8,-168.5,487.5,491.043641214814,7.18229186478481,34.2260040253567,83.6289248187634,1966,1,32.4280870319014,2.39857544050761,52.7484786203779,2291.43354581103,2223.44148527346,7.75148514801597
18.8,-168.5,562.5,566.691924949791,6.31602133508563,34.2854070322537,57.5424516138365,1966,1,36.4848478336284,2.70423352452561,66.8494819824193,2306.15130371055,2260.61053340078,7.68529951970972
18.8,-168.5,625,629.753092310213,5.83603507445622,34.3415786481718,46.9710506963399,1966,1,38.5184453648574,2.84925552284732,75.4486674186919,2317.57224469734,2280.07249566918,7.66138753153819
18.8,-168.5,700,705.451580543258,5.44258975982666,34.4027900695801,42.7127990722656,1966,1,39.9028738162381,2.93761369344711,82.660591998673,2329.35687853132,2294.37496159234,7.65384674119942
18.8,-168.5,775,781.177404420193,5.10707737952803,34.4473295553581,45.700610555749,1966,1,40.4803401674337,2.9618336376907,88.2716286220407,2339.02515928058,2301.8831799984,7.66129469734059
18.8,-168.5,837.5,844.303114249708,4.85629087861223,34.4746631063639,44.9204303026199,1966,1,41.0212857145841,2.99582223135298,92.8929312460765,2346.08012967679,2309.61065200087,7.65997739323261
18.8,-168.5,912.5,920.078964179734,4.58091282202319,34.5000249484927,50.5145459384542,1966,1,41.0281162678792,2.98698754035276,97.5370561746534,2353.35475823291,2313.19512356567,7.67131915878804
18.8,-168.5,987.5,995.88205227982,4.31023066643342,34.5183673140931,54.4299617458618,1966,1,41.0696867561449,2.98459833460606,102.46008863022,2360.01070547902,2317.61157356424,7.67815434144365
18.8,-168.5,1050,1059.07207443333,4.11930990219116,34.5299110412598,58.7352714538574,1966,1,40.9532111183585,2.97160319739034,105.880344738528,2364.59595448324,2319.56865582809,7.68557300712338
18.8,-168.5,1125,1134.92500963629,3.87745087160475,34.5399694018029,60.5701793453426,1966,1,41.0471447849215,2.97550661438524,110.780027162428,2370.11421024474,2324.63479692067,7.68689498732591
18.8,-168.5,1187.5,1198.15652271077,3.68769224634502,34.5475928205353,63.2865072616447,1966,1,41.0118661974936,2.96894845572527,114.562449156341,2374.39260517336,2327.71882362706,7.69029164490239
18.8,-168.5,1262.5,1274.05918897135,3.48239852941787,34.5569343624483,63.9896260801439,1966,1,41.1215038081781,2.97464766018226,119.188701958521,2379.33731331538,2332.94214649112,7.68927863662345
18.8,-168.5,1337.5,1349.98893228379,3.28045153740987,34.5663554628514,69.8989970095326,1966,1,40.8410413551518,2.9461832842151,122.929984775521,2383.91648995951,2334.1153621586,7.69889121374264
18.8,-168.5,1412.5,1425.94571803634,3.09079345458723,34.5746722711714,73.4505785940877,1966,1,40.7141300700233,2.93091418989233,126.917488693159,2388.30990461886,2336.75996658529,7.70364167164397
18.8,-168.5,1475,1489.26367192579,2.94273329285817,34.5819804793768,74.7625812553377,1966,1,40.7107585118549,2.92734570232923,130.478733530359,2391.96103168906,2340.0463566235,7.7044115907624
18.8,-168.5,1537.5,1552.60036117077,2.81523565631472,34.5884692481817,77.1987530752285,1966,1,40.6113914645272,2.91591633409629,133.363107716444,2395.03076160055,2341.88131020875,7.70754169257947
18.8,-168.5,1612.5,1628.62909066824,2.67038363202332,34.5955787988454,81.4651334977874,1966,1,40.3918837074688,2.89348571697295,136.333212199666,2398.30627480977,2342.74451228284,7.71403331484673
18.8,-168.5,1700,1717.36329058035,2.51588988304138,34.6043128967285,84.6126403808594,1966,1,40.2486592871281,2.87775907727533,139.991914275628,2402.04090154345,2344.84845446891,7.71812216409547
18.8,-168.5,1750,1768.08497467736,2.43649005889893,34.608699798584,87.3627243041992,1966,1,40.0966910843473,2.86284924376571,141.588124275689,2403.79402545293,2344.99501910361,7.72237396758431
18.8,-168.5,1837.5,1856.87663192715,2.31041869208971,34.615843196762,92.7448298298443,1966,1,39.7855777969424,2.83326607130943,143.817769124349,2406.39533426382,2344.356444652,7.73095891708546
18.8,-168.5,1887.5,1907.63110982931,2.24593099566689,34.6195762880176,94.9310300236065,1966,1,39.6646838028849,2.82155504082659,145.155090152559,2407.79587773479,2344.49150817832,7.73406126637728
18.8,-168.5,1962.5,1983.78514662332,2.16408684143697,34.6248701147389,97.4799504166953,1966,1,39.5246563296901,2.80807810386189,146.988379236847,2409.67518465776,2344.8889079792,7.73731265341484
18.8,-168.5,2037.5,2059.96593638851,2.0909559646215,34.6293481168696,102.633208506863,1966,1,39.2064920993835,2.779537378966,147.544720239028,2410.745346674,2342.72910530415,7.74561107468437
18.8,-168.5,2100,2123.47033901697,2.0378999710083,34.6338119506836,104.458221435547,1966,1,39.1005322274717,2.76990379399738,148.7163497741,2412.02101207258,2342.88043275128,7.74780537721004
18.8,-168.5,2175,2199.70008537478,1.97729585647167,34.6445709630183,106.887816212053,1966,1,38.9323672436013,2.75637787369182,150.096159575982,2414.06844421607,2343.04053618328,7.75188646338815
18.8,-168.5,2250,2275.95648591631,1.92505261905958,34.6517217361861,108.95060691335,1966,1,38.7972406403515,2.74513868508945,151.275595489617,2415.62575570596,2343.09786743624,7.75462321325411
18.8,-168.5,2312.5,2339.52382202139,1.88448059000332,34.6535541415215,110.495679210894,1966,1,38.7123897100735,2.7372021745027,152.114641874453,2416.40173571984,2342.99761755849,7.75579442356014
18.8,-168.5,2387.5,2415.82899789957,1.83396512588158,34.6485469937325,112.290664930416,1966,1,38.649068605214,2.72900234556403,152.961138576389,2416.45765875435,2342.5912588962,7.75565720852017
18.8,-168.5,2462.5,2492.16072901967,1.79890975870909,34.6505665548666,115.105186820235,1966,1,38.4763447079077,2.71401762213158,153.050664470236,2416.76627721462,2341.20765298855,7.75882350024548
18.8,-168.5,2525,2555.79076499044,1.76692680857379,34.6535159390319,117.206017598577,1966,1,38.3447720317566,2.70284892395121,153.348989851448,2417.27948747399,2340.39718803585,7.7611268773994
18.8,-168.5,2600,2632.17108992676,1.7190899848938,34.6565132141113,119.09196472168,1966,1,38.2388421368468,2.69333882246562,154.291252761928,2418.19133184711,2340.21420600106,7.76241900279705
18.8,-168.5,2662.5,2695.84157176331,1.68865231749614,34.6588448957003,121.668472687754,1966,1,38.077188337734,2.67968851321661,154.236300335343,2418.38047804421,2338.84604658026,7.76531531365434
18.8,-168.5,2737.5,2772.27037293812,1.6610632651927,34.6612423235153,124.472647525555,1966,1,37.8981911029267,2.66482674209099,153.975235784725,2418.42159155473,2337.17808412824,7.76810765760714
18.8,-168.5,2812.5,2848.72556610927,1.63940993343032,34.6632039993959,126.637911237944,1966,1,37.7603895487263,2.65348469454304,153.816553108361,2418.47778597459,2335.90606276505,7.76957080245308
18.8,-168.5,2875,2912.4583623734,1.62218761249123,34.6645077591806,128.106688577471,1966,1,37.6695770032862,2.64596015223245,153.815789209698,2418.5712795488,2335.11255208404,7.77004740400114
18.8,-168.5,2962.5,3001.7149883505,1.59675778431227,34.6669441964535,130.342040326807,1966,1,37.5276373588466,2.63439176204881,153.758859243433,2418.70660045446,2333.86370380044,7.77099664877056
18.8,-168.5,3025,3065.49163018945,1.57532074443312,34.6688100145801,132.025447364849,1966,1,37.4219469284149,2.62574509665027,153.76390556441,2418.8228633183,2332.95713239991,7.77171663153612
18.8,-168.5,3087.5,3129.28650653893,1.55055138486086,34.6705387894419,133.721310710442,1966,1,37.3187513441096,2.61718619425448,153.852704450346,2418.95778848578,2332.1018691157,7.77231403705287
18.8,-168.5,3162.5,3205.86439914609,1.53526680598602,34.6727134569362,135.505585769919,1966,1,37.199869614537,2.60785613200342,153.616267202128,2418.9256301672,2330.92693264889,7.7726502342103
18.8,-168.5,3225,3269.69931999874,1.52238660247848,34.6742782715731,136.891036660332,1966,1,37.1091775307977,2.60070757803111,153.464785333422,2418.89382692398,2330.0286231976,7.7726331188683
18.8,-168.5,3300,3346.32520707474,1.50391006469727,34.6756896972656,138.484130859375,1966,1,37.0104181360241,2.59273245687708,153.399136610219,2418.86248064318,2329.06598396787,7.77229052369435
18.8,-168.5,3375,3422.97722326104,1.4956138008228,34.6763424629246,139.983391568097,1966,1,36.9142710915439,2.58510341304832,153.011442466352,2418.5367121558,2327.87403457564,7.77164458356353
18.8,-168.5,3450,3499.65533347467,1.48828279203688,34.6776081505942,141.621654548007,1966,1,36.8033289418398,2.57652916588841,152.503928194253,2418.17704566608,2326.52647035318,7.77125721548202
18.8,-168.5,3525,3576.35950262826,1.48113979444478,34.6796755332473,143.263299236456,1966,1,36.6861858916481,2.56773425143467,151.993601351796,2417.8949138256,2325.19521210488,7.77094694369347
18.8,-168.5,3587.5,3640.29952440813,1.47527413144364,34.6816058776161,144.513894193281,1966,1,36.5949053463103,2.56099740212682,151.636645831902,2417.73204795489,2324.20861082609,7.77048680680219
18.8,-168.5,3662.5,3717.05137714478,1.46737482694688,34.6821561638626,146.123397206751,1966,1,36.4900100809788,2.55274834732555,151.091434613114,2417.21308413898,2322.82873157928,7.76967141204646
18.8,-168.5,3725,3781.03108609645,1.46335288468648,34.6826990670346,147.575204512907,1966,1,36.3914565289663,2.54512094173611,150.457186698985,2416.64696753934,2321.48056945261,7.76913998941723
18.8,-168.5,3812.5,3870.63292605512,1.46180535713211,34.684303271473,149.330020664275,1966,1,36.2629087950537,2.53560275578836,149.625534822664,2416.02251783524,2319.81030670224,7.76810500572528
18.8,-168.5,3875,3934.65581799505,1.46917252615094,34.685375617882,149.666420693955,1966,1,36.2291995713405,2.53362818240857,149.389967097353,2415.95775188469,2319.3877669659,7.76602876191281
18.8,-168.5,3950,4011.50699160613,1.4697278240717,34.6865221508861,150.687377223179,1966,1,36.1529703905411,2.52814863128062,148.934886360111,2415.62930312431,2318.41243630865,7.76430612002287
18.8,-168.5,4012.5,4075.56936519066,1.46704940374585,34.6875837796822,152.01681741346,1966,1,36.0566430532547,2.520961154138,148.302228270253,2415.10573070974,2317.15047164738,7.76353000258528
18.8,-168.5,4087.5,4152.46785780512,1.45986430197519,34.6895083861813,153.494018289201,1966,1,35.9483701640982,2.51300276376537,147.77414112111,2414.70662328744,2315.89688632197,7.76247589400671
18.8,-168.5,4162.5,4229.39211108051,1.458824662999,34.6896682235955,155.518619572031,1966,1,35.8060415919299,2.50206344578455,146.529985525241,2413.50409507111,2313.74917773332,7.76186065216327
18.8,-168.5,4225,4293.51530845123,1.45568818398584,34.6898066358594,156.942047669033,1966,1,35.708830010679,2.49454744721216,145.759589489389,2412.70576614819,2312.30660119567,7.76091535498766
18.8,-168.5,4300,4370.48669850088,1.44279003143311,34.6903877258301,158.189575195312,1966,1,35.6330048185388,2.4885171947249,145.529026250754,2412.31464420246,2311.36316110163,7.75910430523052
18.8,-168.5,4362.5,4434.64912740192,1.44287502302786,34.6909407997306,159.94952988258,1966,1,35.5031986414769,2.47875316850401,144.350132504492,2411.19495174488,2309.43877089485,7.75868259881811
18.8,-168.5,4437.5,4511.6675363621,1.44410043335073,34.6923536547001,161.823129078288,1966,1,35.3568838463432,2.46809113758786,143.082989830811,2410.07040895696,2307.39342512006,7.75796747842848
18.8,-168.5,4500,4575.86909859431,1.44711005687714,34.6941108703613,163.11669921875,1966,1,35.2472432782278,2.46044501636833,142.17466728026,2409.35594577836,2305.96504185843,7.75711852554465
18.8,-168.5,4562.5,4640.08841625462,1.44893391209172,34.6948585144317,164.704624179715,1966,1,35.1239906224238,2.45140267682595,141.026329723453,2408.25455189684,2304.16079589054,7.75643672588835
18.8,-168.5,4650,4730.02525149786,1.44710622237346,34.6952472857647,167.159116663387,1966,1,34.943003514384,2.43776974141163,139.351610161648,2406.45574891514,2301.42404948587,7.75558658815334
18.8,-168.5,4712.5,4794.28709947907,1.44141878493365,34.6954626665386,169.004559579763,1966,1,34.8116010564789,2.42772813350793,138.228639379898,2405.12306272925,2299.45678338277,7.75502661448099
18.8,-168.5,4787.5,4871.42466148172,1.43176136103093,34.6964117149808,171.230014840286,1966,1,34.6495693310209,2.41553725381037,136.987115826016,2403.60696099956,2297.17270317824,7.75445749003838
18.8,-168.5,4850,4935.7253930758,1.43146903541444,34.6979123268629,173.869735949877,1966,1,34.4334992214661,2.39994496776634,135.019020402117,2401.47596293001,2294.1219916188,7.75513904830683
18.8,-168.5,4925,5012.90955661365,1.43360567549808,34.6992071601905,175.120615959167,1966,1,34.3277816033993,2.39261202844162,134.1856862057,2400.57606435735,2292.69994458917,7.75353175915293
18.8,-168.5,4987.5,5077.24907383943,1.44486096840435,34.699502318176,174.285010695457,1966,1,34.3861992325653,2.39738534498943,134.723402159899,2401.34341399108,2293.52142590954,7.74984988380977
18.82,-168.51,255.47445,257.186664948852,14.8312785160289,34.4834368511741,179.993121962337,1967,1,9.19438707163733,0.726605596114559,8.80047677937836,2272.1271072203,2040.85359550577,8.05752062123689
18.82,-168.51,742.09246,747.948876300601,5.24834421094078,34.4277805045344,43.4765661373977,1967,1,40.3199062027681,2.95844981496735,85.9844795173351,2335.08968420247,2299.74451962576,7.65519484879398
18.82,-168.51,1009.73236,1018.35885025495,4.23932730214922,34.5231186901947,56.4173187583154,1967,1,40.998894271592,2.97733432774548,103.683236996915,2361.99330817465,2318.47198377891,7.68131809244562
18.82,-168.51,1253.04136,1264.48664322879,3.50812432947133,34.5556841248876,63.6006693041283,1967,1,41.1294724662387,2.97583243704334,118.658119702349,2379.00189683955,2332.93673446802,7.68846094423664
18.82,-168.51,1508.51582,1523.22756077988,2.86958202224485,34.5858698105722,76.3703658600826,1967,1,40.6384760434193,2.91945712348754,132.072765559825,2393.98763543068,2341.42011746456,7.70651434097921
18.82,-168.51,1763.99027,1782.28132661326,2.41606525246694,34.6098939560874,88.3724212462395,1967,1,40.0363621264583,2.85718036152893,141.912732999632,2404.48217376279,2345.31454333586,7.72389699536502
18.82,-168.51,2250.60827,2276.57762933912,1.92466173022371,34.6517658626749,108.965850846116,1967,1,38.7961014370342,2.74503675579579,151.285676708026,2415.93375874468,2343.63151933987,7.75445508901903
18.82,-168.51,2749.39173,2784.39422600724,1.65750716446458,34.6615807575924,124.84648202891,1967,1,37.8741219815951,2.66284684904863,153.941256230883,2418.75095140107,2337.47569785857,7.76827849474925
18.82,-168.51,3248.17518,3293.37784411309,1.51593846268524,34.6747894998958,137.391558812303,1967,1,37.0781678023959,2.59820218065914,153.469279276875,2419.26263057001,2330.25756522846,7.77255234056351
18.82,-168.51,3759.12409,3815.97500640009,1.46207244911209,34.6833139374398,148.473424749385,1967,1,36.3266944681592,2.5402366370107,150.00662011211,2416.67017846858,2321.12822386505,7.76913231964345
18.82,-168.51,4756.691,4839.74000194577,1.43502637751901,34.6959457689713,170.29045570471,1967,1,34.7197960736417,2.42075981620033,137.543095549991,2404.68872417165,2298.66335286409,7.7546378009849
18.82,-168.51,5243.309,5340.77638629765,1.45458996295929,34.6991882324219,174.446105957031,1967,1,34.3993501126342,2.39828647120585,135.191415176384,2401.95856422197,2293.87680811566,7.73875220522943
18.82,-168.51,243.309,244.932424591515,15.6630244165151,34.5556611300718,181.628232593511,1967,1,7.90834916640222,0.640229790035493,7.36909027719604,2275.62792526498,2032.58014708568,8.06645514627212
18.82,-168.51,742.09246,747.948876300601,5.24834421094078,34.4277805045344,43.4765661373977,1967,1,40.3199062027681,2.95844981496735,85.9844795173351,2335.08968420247,2299.74451962576,7.65519484879398
18.82,-168.51,997.56691,1006.05996338587,4.27740214035098,34.5206764557712,55.5041888363317,1967,1,41.0251662830987,2.98021020981973,103.012277488478,2361.0698273475,2318.11816849243,7.67968552179342
18.82,-168.51,1240.87591,1252.17347468729,3.54108212441487,34.5541157698516,63.5793791238411,1967,1,41.1060345350943,2.97442631299492,117.889887734253,2378.19321155123,2332.0178915245,7.68879638741052
