Latitude,Longitude,Depth,Pressure,InSitu_Temperature+0.001,Salinity,Doxy,Year,Month,NO3,PO4,SiOH4,TA,DIC,pH_insitu
18.8,-168.5,200,201.312987625725,18.6211095581055,34.8618011474609,188.641174316406,1966,1,3.39303565751776,0.343603217406062,3.68208012676158,2292.68161287069,2008.86164616427,8.09302916729555
18.8,-168.5,287.5,289.449093618476,12.8241529472887,34.3282998431273,168.630356322158,1966,1,13.4154981151619,1.04349315369365,14.3738286994755,2266.49084131823,2069.75453673592,8.01885621233159
18.8,-168.5,350,352.42639489568,10.2518907318115,34.2200889587402,146.264450073242,1966,1,20.6048151709942,1.53561644533566,25.5306213605855,2268.87238662761,2120.20744952226,7.93849926877206
18.8,-168.5,412.5,415.422790313224,8.57558556374549,34.197615105555,115.935232274994,1966,1,26.7519061683847,1.98082421146962,37.2835697729968,2277.59873202183,2172.45073995248,7.84565484331364
18.8,-168.5,487.5,491.043641214814,7.18329186478481,34.2260040253567,83.6289248187634,1966,1,32.4258379199837,2.39845751970455,52.7384771294652,2291.42576891581,2223.42411085224,7.75149730165868
18.8,-168.5,562.5,566.691924949791,6.31702133508563,34.2854070322537,57.5424516138365,1966,1,36.4825758149067,2.7041306573898,66.8367675981716,2306.14124690402,2260.59231117763,7.68530942448198
18.8,-168.5,625,629.753092310213,5.83703507445622,34.3415786481718,46.9710506963399,1966,1,38.5163215200854,2.84916399266899,75.4343775819411,2317.56090490277,2280.05335152813,7.6613963914504
18.8,-168.5,700,705.451580543258,5.44358975982666,34.4027900695801,42.7127990722656,1966,1,39.9010000450307,2.93753419081297,82.6448672249588,2329.344332098,2294.35464672612,7.65385466126465
18.8,-168.5,775,781.177404420193,5.10807737952803,34.4473295553581,45.700610555749,1966,1,40.4787560035411,2.96176299309173,88.2548647289063,2339.01150695703,2301.86191630217,7.66130198570131
18.8,-168.5,837.5,844.303114249708,4.85729087861223,34.4746631063639,44.9204303026199,1966,1,41.0198813342333,2.9957588189088,92.8753712443101,2346.06574736248,2309.58877704214,7.65998443330085
18.8,-168.5,912.5,920.078964179734,4.5819128220232,34.5000249484927,50.5145459384542,1966,1,41.0269049954126,2.98693001703705,97.5187470944266,2353.33962556355,2313.17264048368,7.67132589125228
18.8,-168.5,987.5,995.88205227982,4.31123066643342,34.5183673140931,54.4299617458618,1966,1,41.0686108470258,2.98454693491076,102.441122354132,2359.99506613244,2317.58858999539,7.67816099655198
18.8,-168.5,1050,1059.07207443333,4.12030990219116,34.5299110412598,58.7352714538574,1966,1,40.9522140961326,2.97155575757367,105.860981480304,2364.57989235099,2319.54530111348,7.68557959871803
18.8,-168.5,1125,1134.92500963629,3.87845087160475,34.5399694018029,60.5701793453426,1966,1,41.0462258169748,2.97546528913482,110.759950175677,2370.09766227725,2324.61108861364,7.68690183724335
18.8,-168.5,1187.5,1198.15652271077,3.68869224634502,34.5475928205353,63.2865072616447,1966,1,41.0110021384245,2.96891162377458,114.54174926544,2374.37557926662,2327.69483043231,7.69029869363071
18.8,-168.5,1262.5,1274.05918897135,3.48339852941787,34.5569343624483,63.9896260801439,1966,1,41.1206979729902,2.97461643793519,119.166994388715,2379.31972127925,2332.91791594562,7.68928611715425
18.8,-168.5,1337.5,1349.98893228379,3.28145153740987,34.5663554628514,69.8989970095326,1966,1,40.8402835143659,2.94615587088875,122.907498683269,2383.89836850144,2334.09078809044,7.69889873676008
18.8,-168.5,1412.5,1425.94571803634,3.09179345458723,34.5746722711714,73.4505785940877,1966,1,40.7134155639421,2.93089074822796,126.893978489006,2388.29137176147,2336.73513395674,7.70364944595774
18.8,-168.5,1475,1489.26367192579,2.94373329285817,34.5819804793768,74.7625812553377,1966,1,40.7100809153338,2.92732563905971,130.454210299582,2391.94222378873,2340.02136773257,7.70441971366684
18.8,-168.5,1537.5,1552.60036117077,2.81623565631472,34.5884692481817,77.1987530752285,1966,1,40.6107411148796,2.91589854128405,133.337764616994,2395.01180208113,2341.85615779496,7.70755001927951
18.8,-168.5,1612.5,1628.62909066824,2.67138363202332,34.5955787988454,81.4651334977874,1966,1,40.3912556690111,2.89346962630255,136.30702999156,2398.2872518917,2342.71915697863,7.71404174262762
18.8,-168.5,1700,1717.36329058035,2.51688988304138,34.6043128967285,84.6126403808594,1966,1,40.2480581961899,2.87774490938981,139.964602409082,2402.0218054546,2344.82294047112,7.71813084463917
18.8,-168.5,1750,1768.08497467736,2.43749005889893,34.608699798584,87.3627243041992,1966,1,40.0960962964474,2.8628354136337,141.560313332226,2403.77493877465,2344.96941334223,7.72238266928427
18.8,-168.5,1837.5,1856.87663192715,2.31141869208971,34.615843196762,92.7448298298443,1966,1,39.7849829834151,2.83325197697656,143.789232475705,2406.37630498304,2344.3306930632,7.73096754464419
18.8,-168.5,1887.5,1907.63110982931,2.24693099566689,34.6195762880176,94.9310300236065,1966,1,39.6640905068397,2.82154092608565,145.12609323389,2407.7768462926,2344.46570122157,7.73406992063109
18.8,-168.5,1962.5,1983.78514662332,2.16508684143697,34.6248701147389,97.4799504166953,1966,1,39.5240653008801,2.8080639533658,146.958726508426,2409.65609528701,2344.86304404883,7.73732137131467
18.8,-168.5,2037.5,2059.96593638851,2.0919559646215,34.6293481168696,102.633208506863,1966,1,39.2058796238054,2.77952148002611,147.514823006526,2410.72637560334,2342.70312551281,7.74561952713894
18.8,-168.5,2100,2123.47033901697,2.0388999710083,34.6338119506836,104.458221435547,1966,1,39.0999176330649,2.76988756021184,148.686003125529,2412.00193168154,2342.85442019609,7.74781384016721
18.8,-168.5,2175,2199.70008537478,1.97829585647167,34.6445709630183,106.887816212053,1966,1,38.9317474643463,2.75636075738807,150.06514376878,2414.04892194345,2343.01450817898,7.75189476402646
18.8,-168.5,2250,2275.95648591631,1.92605261905958,34.6517217361861,108.95060691335,1966,1,38.7966146467075,2.74512081563147,151.244053213137,2415.60589425744,2343.07181564434,7.75463145560388
18.8,-168.5,2312.5,2339.52382202139,1.88548059000332,34.6535541415215,110.495679210894,1966,1,38.7117582579065,2.73718385372928,152.082823607153,2416.3817957488,2342.97153020213,7.75580272753586
18.8,-168.5,2387.5,2415.82899789957,1.83496512588158,34.6485469937325,112.290664930416,1966,1,38.6484309414981,2.7289837999696,152.92926933486,2416.43804542562,2342.56509590217,7.75566577442998
18.8,-168.5,2462.5,2492.16072901967,1.79990975870909,34.6505665548666,115.105186820235,1966,1,38.4756881811838,2.71399764122999,153.018712633428,2416.74668762865,2341.18141509467,7.75883200547013
18.8,-168.5,2525,2555.79076499044,1.76792680857379,34.6535159390319,117.206017598577,1966,1,38.3441019174994,2.7028278246299,153.316878531065,2417.25979915724,2340.37090246134,7.76113534742717
18.8,-168.5,2600,2632.17108992676,1.7200899848938,34.6565132141113,119.09196472168,1966,1,38.2381635131754,2.69331689429244,154.258843009108,2418.17145346444,2340.18788243348,7.76242753920459
18.8,-168.5,2662.5,2695.84157176331,1.68965231749614,34.6588448957003,121.668472687754,1966,1,38.0764900273185,2.67966503796526,154.203844742506,2418.36057656664,2338.81965591134,7.76532380712096
18.8,-168.5,2737.5,2772.27037293812,1.6620632651927,34.6612423235153,124.472647525555,1966,1,37.8974694350797,2.66480146638558,153.942726005581,2418.40167496836,2337.15161502544,7.76811612705158
18.8,-168.5,2812.5,2848.72556610927,1.64040993343032,34.6632039993959,126.637911237944,1966,1,37.7596494556543,2.65345799113335,153.783929134562,2418.45782223359,2335.87952817719,7.76957929670287
18.8,-168.5,2875,2912.4583623734,1.62318761249123,34.6645077591806,128.106688577471,1966,1,37.6688248711652,2.64593249589852,153.783036200173,2418.55125900972,2335.08596843917,7.77005594759862
18.8,-168.5,2962.5,3001.7149883505,1.59775778431227,34.6669441964535,130.342040326807,1966,1,37.5268660778119,2.63436258603069,153.725920296465,2418.68646775947,2333.83704172027,7.77100524842873
